task_id,msg_index,role,tokens,mean_cos_sim,max_cos_sim,n_future_asst
71beb770-2c25-4376-b4db-0d2eaa7c2234,8,assistant,120,0.6332836151123047,0.7031499743461609,2
71beb770-2c25-4376-b4db-0d2eaa7c2234,9,tool,13188,0.42253392934799194,0.4236378073692322,2
71beb770-2c25-4376-b4db-0d2eaa7c2234,10,assistant,111,0.3636614680290222,0.3636614680290222,1
71beb770-2c25-4376-b4db-0d2eaa7c2234,11,tool,7910,0.35152608156204224,0.35152608156204224,1
71beb770-2c25-4376-b4db-0d2eaa7c2234,12,assistant,2497,,,0
8ffd06f9-f10f-4aeb-8ef2-57f8bb8f0f8e,1,user,27,0.630412757396698,0.7673584222793579,6
8ffd06f9-f10f-4aeb-8ef2-57f8bb8f0f8e,2,assistant,165,0.6551606059074402,0.7621773481369019,5
8ffd06f9-f10f-4aeb-8ef2-57f8bb8f0f8e,3,tool,90,0.3775816857814789,0.5277178287506104,5
8ffd06f9-f10f-4aeb-8ef2-57f8bb8f0f8e,4,assistant,67,0.5392100214958191,0.628038763999939,4
8ffd06f9-f10f-4aeb-8ef2-57f8bb8f0f8e,5,tool,32975,0.284256249666214,0.39879336953163147,4
8ffd06f9-f10f-4aeb-8ef2-57f8bb8f0f8e,6,assistant,138,0.6352183818817139,0.8896579742431641,3
8ffd06f9-f10f-4aeb-8ef2-57f8bb8f0f8e,7,tool,12563,0.6107117533683777,0.6837461590766907,3
8ffd06f9-f10f-4aeb-8ef2-57f8bb8f0f8e,8,assistant,129,0.5667368173599243,0.6189411878585815,2
8ffd06f9-f10f-4aeb-8ef2-57f8bb8f0f8e,9,tool,11531,0.2603989243507385,0.3164304494857788,2
8ffd06f9-f10f-4aeb-8ef2-57f8bb8f0f8e,10,assistant,5354,0.6958905458450317,0.6958905458450317,1
8ffd06f9-f10f-4aeb-8ef2-57f8bb8f0f8e,11,tool,44,0.2856423556804657,0.2856423556804657,1
8ffd06f9-f10f-4aeb-8ef2-57f8bb8f0f8e,12,assistant,728,,,0
59ddeaf9-0bcd-47b5-8847-f411db09f692,1,user,27,0.37993955612182617,0.6294535398483276,6
59ddeaf9-0bcd-47b5-8847-f411db09f692,2,assistant,236,0.3978131115436554,0.6663526296615601,5
59ddeaf9-0bcd-47b5-8847-f411db09f692,3,tool,135,0.31121742725372314,0.6086375713348389,5
59ddeaf9-0bcd-47b5-8847-f411db09f692,4,assistant,135,0.2807099223136902,0.4471206068992615,4
59ddeaf9-0bcd-47b5-8847-f411db09f692,5,tool,3138,0.30642950534820557,0.40290504693984985,4
59ddeaf9-0bcd-47b5-8847-f411db09f692,6,assistant,158,0.48563286662101746,0.506430983543396,3
59ddeaf9-0bcd-47b5-8847-f411db09f692,7,tool,19557,0.22415930032730103,0.2608504593372345,3
59ddeaf9-0bcd-47b5-8847-f411db09f692,8,assistant,143,0.21278689801692963,0.2643684148788452,2
59ddeaf9-0bcd-47b5-8847-f411db09f692,9,tool,14453,0.2696496844291687,0.2997732162475586,2
59ddeaf9-0bcd-47b5-8847-f411db09f692,10,assistant,126,0.2641145884990692,0.2641145884990692,1
59ddeaf9-0bcd-47b5-8847-f411db09f692,11,tool,13925,0.474972665309906,0.474972665309906,1
59ddeaf9-0bcd-47b5-8847-f411db09f692,12,assistant,2079,,,0
41364111-63cd-4e4f-a068-9616907802c5,1,user,22,0.2597653269767761,0.6077155470848083,15
41364111-63cd-4e4f-a068-9616907802c5,2,assistant,73,0.2841252386569977,0.5971499085426331,14
41364111-63cd-4e4f-a068-9616907802c5,3,tool,67,0.3854667544364929,0.591727614402771,14
41364111-63cd-4e4f-a068-9616907802c5,4,assistant,68,0.3172089457511902,0.8420615196228027,13
41364111-63cd-4e4f-a068-9616907802c5,5,tool,45,0.2973879277706146,0.6100775003433228,13
41364111-63cd-4e4f-a068-9616907802c5,6,assistant,77,0.2569980323314667,0.45951196551322937,12
41364111-63cd-4e4f-a068-9616907802c5,7,tool,32176,0.3292405903339386,0.42669495940208435,12
41364111-63cd-4e4f-a068-9616907802c5,8,assistant,221,0.4603741765022278,0.6367475390434265,11
41364111-63cd-4e4f-a068-9616907802c5,9,tool,1474,0.42944470047950745,0.6125478744506836,11
41364111-63cd-4e4f-a068-9616907802c5,10,assistant,137,0.642368495464325,0.8300170302391052,10
41364111-63cd-4e4f-a068-9616907802c5,11,tool,6162,0.48477238416671753,0.6966758370399475,10
41364111-63cd-4e4f-a068-9616907802c5,12,assistant,243,0.6311995387077332,0.8437091112136841,9
41364111-63cd-4e4f-a068-9616907802c5,13,tool,5053,0.3563111126422882,0.5362722873687744,9
41364111-63cd-4e4f-a068-9616907802c5,14,assistant,172,0.5876495838165283,0.7260586023330688,8
41364111-63cd-4e4f-a068-9616907802c5,15,tool,382,0.587604284286499,0.7096760272979736,8
41364111-63cd-4e4f-a068-9616907802c5,16,assistant,650,0.6174801588058472,0.6827477216720581,7
41364111-63cd-4e4f-a068-9616907802c5,17,tool,244,0.6130138635635376,0.9471526145935059,7
41364111-63cd-4e4f-a068-9616907802c5,18,assistant,143,0.5138130784034729,0.5866841077804565,6
41364111-63cd-4e4f-a068-9616907802c5,19,tool,62,0.5195437073707581,0.6324218511581421,6
41364111-63cd-4e4f-a068-9616907802c5,20,assistant,223,0.5461773872375488,0.6347837448120117,5
41364111-63cd-4e4f-a068-9616907802c5,21,tool,244,0.5550206899642944,0.6693974733352661,5
41364111-63cd-4e4f-a068-9616907802c5,22,assistant,247,0.554959774017334,0.6052197813987732,4
41364111-63cd-4e4f-a068-9616907802c5,23,tool,71,0.4901362955570221,0.6643685102462769,4
41364111-63cd-4e4f-a068-9616907802c5,24,assistant,122,0.5875930190086365,0.6212767958641052,3
41364111-63cd-4e4f-a068-9616907802c5,25,tool,71,0.47745123505592346,0.6557074189186096,3
41364111-63cd-4e4f-a068-9616907802c5,26,assistant,103,0.4785923361778259,0.5512543320655823,2
41364111-63cd-4e4f-a068-9616907802c5,27,tool,71,0.3947475254535675,0.4678223133087158,2
41364111-63cd-4e4f-a068-9616907802c5,28,assistant,2587,0.6500540971755981,0.6500540971755981,1
41364111-63cd-4e4f-a068-9616907802c5,29,tool,84,0.4762182831764221,0.4762182831764221,1
41364111-63cd-4e4f-a068-9616907802c5,30,assistant,458,,,0
637d6462-65e6-42a3-954d-3f5129f2a3b6,1,user,19,0.40706774592399597,0.5755047798156738,15
637d6462-65e6-42a3-954d-3f5129f2a3b6,2,assistant,173,0.5367127656936646,0.7457796335220337,14
637d6462-65e6-42a3-954d-3f5129f2a3b6,3,tool,2867,0.2894935607910156,0.44681039452552795,14
637d6462-65e6-42a3-954d-3f5129f2a3b6,4,assistant,245,0.4548088610172272,0.7125254273414612,13
637d6462-65e6-42a3-954d-3f5129f2a3b6,5,tool,4873,0.30135267972946167,0.4877200722694397,13
637d6462-65e6-42a3-954d-3f5129f2a3b6,6,assistant,160,0.5099778175354004,0.7601181268692017,12
637d6462-65e6-42a3-954d-3f5129f2a3b6,7,tool,7242,0.4611978828907013,0.6662296652793884,12
637d6462-65e6-42a3-954d-3f5129f2a3b6,8,assistant,104,0.4518488645553589,0.6789664626121521,11
637d6462-65e6-42a3-954d-3f5129f2a3b6,9,tool,150,0.4298129379749298,0.656298816204071,11
637d6462-65e6-42a3-954d-3f5129f2a3b6,10,assistant,77,0.32676148414611816,0.6653533577919006,10
637d6462-65e6-42a3-954d-3f5129f2a3b6,11,tool,74,0.26958221197128296,0.4539876878261566,10
637d6462-65e6-42a3-954d-3f5129f2a3b6,12,assistant,77,0.3094109892845154,0.5942885279655457,9
637d6462-65e6-42a3-954d-3f5129f2a3b6,13,tool,959,0.3093850910663605,0.44140198826789856,9
637d6462-65e6-42a3-954d-3f5129f2a3b6,14,assistant,90,0.3624829947948456,0.5204982757568359,8
637d6462-65e6-42a3-954d-3f5129f2a3b6,15,tool,2940,0.3744773268699646,0.6406381130218506,8
637d6462-65e6-42a3-954d-3f5129f2a3b6,16,assistant,242,0.5412112474441528,0.702427089214325,7
637d6462-65e6-42a3-954d-3f5129f2a3b6,17,tool,47,0.2537953555583954,0.43025514483451843,7
637d6462-65e6-42a3-954d-3f5129f2a3b6,18,assistant,214,0.5893878936767578,0.7359622120857239,6
637d6462-65e6-42a3-954d-3f5129f2a3b6,19,tool,56,0.389361172914505,0.4663497805595398,6
637d6462-65e6-42a3-954d-3f5129f2a3b6,20,assistant,71,0.6212813258171082,0.7565349340438843,5
637d6462-65e6-42a3-954d-3f5129f2a3b6,21,tool,56,0.39641422033309937,0.46701014041900635,5
637d6462-65e6-42a3-954d-3f5129f2a3b6,22,assistant,84,0.6056457161903381,0.7568686008453369,4
637d6462-65e6-42a3-954d-3f5129f2a3b6,23,tool,115,0.4630971848964691,0.5416273474693298,4
637d6462-65e6-42a3-954d-3f5129f2a3b6,24,assistant,78,0.6037846207618713,0.6885944604873657,3
637d6462-65e6-42a3-954d-3f5129f2a3b6,25,tool,156,0.44132551550865173,0.4678404927253723,3
637d6462-65e6-42a3-954d-3f5129f2a3b6,26,assistant,92,0.7296669483184814,0.8011936545372009,2
637d6462-65e6-42a3-954d-3f5129f2a3b6,27,tool,382,0.47085168957710266,0.5067504644393921,2
637d6462-65e6-42a3-954d-3f5129f2a3b6,28,assistant,45,0.5554559826850891,0.5554559826850891,1
637d6462-65e6-42a3-954d-3f5129f2a3b6,29,tool,73,0.2779728174209595,0.2779728174209595,1
637d6462-65e6-42a3-954d-3f5129f2a3b6,30,assistant,368,,,0
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,1,user,31,0.4113866090774536,0.7615628242492676,16
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,2,assistant,456,0.5175199508666992,0.7993922233581543,15
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,3,tool,33174,0.3708500266075134,0.5068165063858032,15
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,4,assistant,169,0.5900076031684875,0.8592997789382935,14
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,5,tool,4676,0.4753020107746124,0.625834047794342,14
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,6,assistant,140,0.5477777719497681,0.8142092227935791,13
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,7,tool,11552,0.499796599149704,0.7267016172409058,13
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,8,assistant,174,0.5647138953208923,0.7749707698822021,12
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,9,tool,9395,0.3918401300907135,0.576092004776001,12
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,10,assistant,115,0.46765148639678955,0.6376535892486572,11
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,11,tool,10208,0.4352160692214966,0.629771888256073,11
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,12,assistant,336,0.41843992471694946,0.7787123322486877,10
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,13,tool,335,0.41346946358680725,0.7151268720626831,10
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,14,assistant,179,0.4598584771156311,0.6151080131530762,9
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,15,tool,2297,0.21998538076877594,0.3620307445526123,9
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,16,assistant,80,0.5796341896057129,0.8851274251937866,8
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,17,tool,60,0.5131641626358032,0.6505351662635803,8
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,18,assistant,55,0.605202317237854,0.7861533164978027,7
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,19,tool,59,0.38987380266189575,0.6132735013961792,7
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,20,assistant,56,0.31500551104545593,0.5109784603118896,6
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,21,tool,51,0.41960206627845764,0.6170166730880737,6
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,22,assistant,69,0.5397608280181885,0.7166951894760132,5
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,23,tool,88,0.5238978862762451,0.6201417446136475,5
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,24,assistant,91,0.40257808566093445,0.5615526437759399,4
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,25,tool,1547,0.25458088517189026,0.37339282035827637,4
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,26,assistant,44,0.3536735773086548,0.5050379037857056,3
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,27,tool,87,0.34166407585144043,0.4706825911998749,3
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,28,assistant,229,0.5375350713729858,0.6037139892578125,2
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,29,tool,292,0.4766807556152344,0.6345304250717163,2
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,30,assistant,76,0.4191981554031372,0.4191981554031372,1
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,31,tool,359,0.39264386892318726,0.39264386892318726,1
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,32,user,35,0.2398357093334198,0.2398357093334198,1
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,33,assistant,980,,,0
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,1,user,39,0.5360679626464844,0.7767477035522461,12
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,2,assistant,170,0.5222861170768738,0.7494499683380127,11
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,3,tool,128,0.4968794584274292,0.8380341529846191,11
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,4,assistant,264,0.46377700567245483,0.5861574411392212,10
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,5,tool,32878,0.314490407705307,0.470074325799942,10
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,6,assistant,212,0.5097424983978271,0.5986983776092529,9
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,7,tool,47,0.3257846236228943,0.4315232038497925,9
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,8,assistant,95,0.4336507022380829,0.593810498714447,8
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,9,tool,2715,0.5155893564224243,0.6497435569763184,8
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,10,assistant,115,0.40048712491989136,0.5640736818313599,7
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,11,tool,7403,0.46575024724006653,0.5885957479476929,7
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,12,assistant,295,0.5853663086891174,0.7940232157707214,6
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,13,tool,129,0.5544134974479675,0.8440923690795898,6
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,14,assistant,76,0.3975861072540283,0.48908910155296326,5
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,15,tool,2311,0.3508380055427551,0.5077910423278809,5
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,16,assistant,4690,0.507577657699585,0.6345465183258057,4
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,17,tool,44,0.38492584228515625,0.4449942708015442,4
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,18,assistant,106,0.6203535199165344,0.8702265024185181,3
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,19,tool,129,0.5738851428031921,0.7622791528701782,3
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,20,assistant,3188,0.41286543011665344,0.4290009140968323,2
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,21,tool,44,0.368432879447937,0.4251370429992676,2
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,22,assistant,136,0.7161279916763306,0.7161279916763306,1
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,23,tool,155,0.5146944522857666,0.5146944522857666,1
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,24,assistant,368,,,0
835d7635-aea6-48b4-96c4-206c5e95f083,1,user,23,0.46049752831459045,0.7677668333053589,16
835d7635-aea6-48b4-96c4-206c5e95f083,2,assistant,576,0.5160377621650696,0.841339111328125,15
835d7635-aea6-48b4-96c4-206c5e95f083,3,tool,440,0.5059710741043091,0.8736671209335327,15
835d7635-aea6-48b4-96c4-206c5e95f083,4,assistant,436,0.5674532651901245,0.9263045787811279,14
835d7635-aea6-48b4-96c4-206c5e95f083,5,tool,441,0.4823351502418518,0.8828083276748657,14
835d7635-aea6-48b4-96c4-206c5e95f083,6,assistant,749,0.48579663038253784,0.7606593370437622,13
835d7635-aea6-48b4-96c4-206c5e95f083,7,tool,72,0.4274018108844757,0.8029091358184814,13
835d7635-aea6-48b4-96c4-206c5e95f083,8,assistant,57,0.4823869466781616,0.6677116751670837,12
835d7635-aea6-48b4-96c4-206c5e95f083,9,tool,45,0.24697351455688477,0.4740177094936371,12
835d7635-aea6-48b4-96c4-206c5e95f083,10,assistant,690,0.36815422773361206,0.5115802884101868,11
835d7635-aea6-48b4-96c4-206c5e95f083,11,tool,72,0.3934288024902344,0.8033891320228577,11
835d7635-aea6-48b4-96c4-206c5e95f083,12,assistant,1085,0.31032535433769226,0.3989313840866089,10
835d7635-aea6-48b4-96c4-206c5e95f083,13,tool,72,0.35207149386405945,0.5037788152694702,10
835d7635-aea6-48b4-96c4-206c5e95f083,14,assistant,47,0.17629374563694,0.36479437351226807,9
835d7635-aea6-48b4-96c4-206c5e95f083,15,tool,5062,0.36803415417671204,0.42330724000930786,9
835d7635-aea6-48b4-96c4-206c5e95f083,16,assistant,74,0.5726310014724731,0.8358694314956665,8
835d7635-aea6-48b4-96c4-206c5e95f083,17,tool,1330,0.5336624383926392,0.8168120384216309,8
835d7635-aea6-48b4-96c4-206c5e95f083,18,assistant,169,0.6145873665809631,0.768139123916626,7
835d7635-aea6-48b4-96c4-206c5e95f083,19,tool,9966,0.6028277277946472,0.7057148218154907,7
835d7635-aea6-48b4-96c4-206c5e95f083,20,assistant,155,0.5468479990959167,0.6699970960617065,6
835d7635-aea6-48b4-96c4-206c5e95f083,21,tool,7974,0.48244503140449524,0.6264703273773193,6
835d7635-aea6-48b4-96c4-206c5e95f083,22,assistant,421,0.5124519467353821,0.5763773918151855,5
835d7635-aea6-48b4-96c4-206c5e95f083,23,tool,468,0.4542233347892761,0.5125957727432251,5
835d7635-aea6-48b4-96c4-206c5e95f083,24,assistant,2169,0.7700985074043274,0.830855131149292,4
835d7635-aea6-48b4-96c4-206c5e95f083,25,tool,72,0.2098071575164795,0.32440319657325745,4
835d7635-aea6-48b4-96c4-206c5e95f083,26,assistant,3291,0.7258856892585754,0.7460196614265442,3
835d7635-aea6-48b4-96c4-206c5e95f083,27,tool,72,0.21470938622951508,0.3253145217895508,3
835d7635-aea6-48b4-96c4-206c5e95f083,28,assistant,3030,0.7043643593788147,0.7918044328689575,2
835d7635-aea6-48b4-96c4-206c5e95f083,29,tool,84,0.2572445571422577,0.3370881676673889,2
835d7635-aea6-48b4-96c4-206c5e95f083,30,assistant,5439,0.5463076829910278,0.5463076829910278,1
835d7635-aea6-48b4-96c4-206c5e95f083,31,tool,128,0.18060089647769928,0.18060089647769928,1
835d7635-aea6-48b4-96c4-206c5e95f083,32,user,35,0.22003114223480225,0.22003114223480225,1
835d7635-aea6-48b4-96c4-206c5e95f083,33,assistant,656,,,0
3f4b79bf-7f27-48e9-b619-85f858dd59e2,1,user,20,0.4942411482334137,0.7408102750778198,16
3f4b79bf-7f27-48e9-b619-85f858dd59e2,2,assistant,197,0.6021589636802673,0.763471245765686,15
3f4b79bf-7f27-48e9-b619-85f858dd59e2,3,tool,19825,0.5534082651138306,0.6492514610290527,15
3f4b79bf-7f27-48e9-b619-85f858dd59e2,4,assistant,81,0.4920556843280792,0.7225601673126221,14
3f4b79bf-7f27-48e9-b619-85f858dd59e2,5,tool,2222,0.5839895009994507,0.6627880334854126,14
3f4b79bf-7f27-48e9-b619-85f858dd59e2,6,assistant,223,0.659205436706543,0.7698426246643066,13
3f4b79bf-7f27-48e9-b619-85f858dd59e2,7,tool,79,0.43936648964881897,0.5367564558982849,13
3f4b79bf-7f27-48e9-b619-85f858dd59e2,8,assistant,3637,0.7174940705299377,0.8187274932861328,12
3f4b79bf-7f27-48e9-b619-85f858dd59e2,9,tool,44,0.2592320144176483,0.40818849205970764,12
3f4b79bf-7f27-48e9-b619-85f858dd59e2,10,assistant,3021,0.749223530292511,0.8144137263298035,11
3f4b79bf-7f27-48e9-b619-85f858dd59e2,11,tool,44,0.2581804394721985,0.40331482887268066,11
3f4b79bf-7f27-48e9-b619-85f858dd59e2,12,assistant,3369,0.6989789605140686,0.8013757467269897,10
3f4b79bf-7f27-48e9-b619-85f858dd59e2,13,tool,44,0.26328349113464355,0.4093169569969177,10
3f4b79bf-7f27-48e9-b619-85f858dd59e2,14,assistant,3425,0.6410167813301086,0.7328155040740967,9
3f4b79bf-7f27-48e9-b619-85f858dd59e2,15,tool,44,0.2619287371635437,0.4035387933254242,9
3f4b79bf-7f27-48e9-b619-85f858dd59e2,16,assistant,3992,0.753351092338562,0.8802343010902405,8
3f4b79bf-7f27-48e9-b619-85f858dd59e2,17,tool,44,0.2534603476524353,0.4065479636192322,8
3f4b79bf-7f27-48e9-b619-85f858dd59e2,18,assistant,4383,0.684737503528595,0.7888448238372803,7
3f4b79bf-7f27-48e9-b619-85f858dd59e2,19,tool,44,0.23613621294498444,0.3290683627128601,7
3f4b79bf-7f27-48e9-b619-85f858dd59e2,20,assistant,2749,0.7111777663230896,0.8000475168228149,6
3f4b79bf-7f27-48e9-b619-85f858dd59e2,21,tool,44,0.2266572266817093,0.3308059871196747,6
3f4b79bf-7f27-48e9-b619-85f858dd59e2,22,assistant,198,0.6485753655433655,0.7063270211219788,5
3f4b79bf-7f27-48e9-b619-85f858dd59e2,23,tool,71,0.21216654777526855,0.2794196605682373,5
3f4b79bf-7f27-48e9-b619-85f858dd59e2,24,assistant,2753,0.6776012182235718,0.7917994856834412,4
3f4b79bf-7f27-48e9-b619-85f858dd59e2,25,tool,72,0.21888431906700134,0.2774234116077423,4
3f4b79bf-7f27-48e9-b619-85f858dd59e2,26,assistant,3305,0.6852939128875732,0.6927589178085327,3
3f4b79bf-7f27-48e9-b619-85f858dd59e2,27,tool,160,0.5192127823829651,0.5534842014312744,3
3f4b79bf-7f27-48e9-b619-85f858dd59e2,28,assistant,1049,0.6870465874671936,0.7060378789901733,2
3f4b79bf-7f27-48e9-b619-85f858dd59e2,29,tool,119,0.49712467193603516,0.5675414800643921,2
3f4b79bf-7f27-48e9-b619-85f858dd59e2,30,assistant,2039,0.6292638778686523,0.6292638778686523,1
3f4b79bf-7f27-48e9-b619-85f858dd59e2,31,tool,89,0.28965404629707336,0.28965404629707336,1
3f4b79bf-7f27-48e9-b619-85f858dd59e2,32,user,35,0.3337351083755493,0.3337351083755493,1
3f4b79bf-7f27-48e9-b619-85f858dd59e2,33,assistant,663,,,0
b92eecfe-0cff-4746-ae98-986f2512c084,1,user,28,0.4103204011917114,0.6878288388252258,16
b92eecfe-0cff-4746-ae98-986f2512c084,2,assistant,232,0.4716542959213257,0.7748984694480896,15
b92eecfe-0cff-4746-ae98-986f2512c084,3,tool,7276,0.3426697552204132,0.47243186831474304,15
b92eecfe-0cff-4746-ae98-986f2512c084,4,assistant,590,0.5050477385520935,0.8848313689231873,14
b92eecfe-0cff-4746-ae98-986f2512c084,5,tool,536,0.4790410101413727,0.8239865303039551,14
b92eecfe-0cff-4746-ae98-986f2512c084,6,assistant,561,0.508600652217865,0.8009840846061707,13
b92eecfe-0cff-4746-ae98-986f2512c084,7,tool,537,0.45212072134017944,0.7199139595031738,13
b92eecfe-0cff-4746-ae98-986f2512c084,8,assistant,136,0.3991142809391022,0.5051095485687256,12
b92eecfe-0cff-4746-ae98-986f2512c084,9,tool,25965,0.30782976746559143,0.4736018180847168,12
b92eecfe-0cff-4746-ae98-986f2512c084,10,assistant,579,0.5514799952507019,0.7647758722305298,11
b92eecfe-0cff-4746-ae98-986f2512c084,11,tool,537,0.4330415427684784,0.7210777997970581,11
b92eecfe-0cff-4746-ae98-986f2512c084,12,assistant,1304,0.4589077830314636,0.7461110353469849,10
b92eecfe-0cff-4746-ae98-986f2512c084,13,tool,174,0.4366884231567383,0.6364327669143677,10
b92eecfe-0cff-4746-ae98-986f2512c084,14,assistant,252,0.45986735820770264,0.6812483668327332,9
b92eecfe-0cff-4746-ae98-986f2512c084,15,tool,162,0.34653955698013306,0.5891713500022888,9
b92eecfe-0cff-4746-ae98-986f2512c084,16,assistant,136,0.3920378088951111,0.582044243812561,8
b92eecfe-0cff-4746-ae98-986f2512c084,17,tool,130,0.24494989216327667,0.35524511337280273,8
b92eecfe-0cff-4746-ae98-986f2512c084,18,assistant,262,0.5030408501625061,0.76102614402771,7
b92eecfe-0cff-4746-ae98-986f2512c084,19,tool,184,0.38712090253829956,0.7532649040222168,7
b92eecfe-0cff-4746-ae98-986f2512c084,20,assistant,268,0.4241670072078705,0.7171727418899536,6
b92eecfe-0cff-4746-ae98-986f2512c084,21,tool,90,0.35971590876579285,0.5015755891799927,6
b92eecfe-0cff-4746-ae98-986f2512c084,22,assistant,193,0.3280957043170929,0.526825487613678,5
