task_id,msg_index,role,n_msg_tokens,attn_total,attn_per_token
637d6462-65e6-42a3-954d-3f5129f2a3b6,25,assistant,89,2.246116,0.025237
637d6462-65e6-42a3-954d-3f5129f2a3b6,26,tool,446,4.750748,0.010652
637d6462-65e6-42a3-954d-3f5129f2a3b6,27,assistant,43,0.987914,0.022975
637d6462-65e6-42a3-954d-3f5129f2a3b6,28,tool,76,0.871251,0.011464
637d6462-65e6-42a3-954d-3f5129f2a3b6,29,assistant,393,43.606453,0.110958
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,10,tool,10,180.679001,18.067900
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,11,assistant,335,1.975791,0.005898
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,12,tool,338,0.420774,0.001245
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,13,assistant,169,0.941632,0.005572
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,14,tool,2887,2.128020,0.000737
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,15,assistant,79,1.108966,0.014038
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,16,tool,61,0.155310,0.002546
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,17,assistant,54,0.272560,0.005047
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,18,tool,60,0.040578,0.000676
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,19,assistant,55,0.166432,0.003026
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,20,tool,52,0.096167,0.001849
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,21,assistant,68,0.225708,0.003319
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,22,tool,91,0.347566,0.003819
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,23,assistant,90,0.570253,0.006336
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,24,tool,1703,1.722829,0.001012
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,25,assistant,43,0.635703,0.014784
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,26,tool,90,0.206877,0.002299
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,27,assistant,228,2.772749,0.012161
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,28,tool,298,1.830425,0.006142
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,29,assistant,76,1.049091,0.013804
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,30,tool,393,3.023771,0.007694
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,31,user,40,0.602111,0.015053
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,32,assistant,972,55.002880,0.056587
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,15,assistant,3965,180.655487,0.045563
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,16,tool,48,0.519583,0.010825
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,17,assistant,104,1.751434,0.016841
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,18,tool,130,0.478594,0.003681
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,19,assistant,3231,19.792315,0.006126
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,20,tool,48,0.462686,0.009639
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,21,assistant,134,4.080605,0.030452
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,22,tool,158,1.825321,0.011553
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,23,assistant,374,46.407623,0.124085
835d7635-aea6-48b4-96c4-206c5e95f083,27,assistant,1759,180.573654,0.102657
835d7635-aea6-48b4-96c4-206c5e95f083,28,tool,90,0.558009,0.006200
835d7635-aea6-48b4-96c4-206c5e95f083,29,assistant,5511,18.101660,0.003285
835d7635-aea6-48b4-96c4-206c5e95f083,30,tool,133,0.899457,0.006763
835d7635-aea6-48b4-96c4-206c5e95f083,31,user,40,0.795036,0.019876
835d7635-aea6-48b4-96c4-206c5e95f083,32,assistant,659,55.098434,0.083609
3f4b79bf-7f27-48e9-b619-85f858dd59e2,23,assistant,458,173.377930,0.378554
3f4b79bf-7f27-48e9-b619-85f858dd59e2,24,tool,78,0.628673,0.008060
3f4b79bf-7f27-48e9-b619-85f858dd59e2,25,assistant,3394,15.373052,0.004529
3f4b79bf-7f27-48e9-b619-85f858dd59e2,26,tool,163,2.508576,0.015390
3f4b79bf-7f27-48e9-b619-85f858dd59e2,27,assistant,1069,3.247887,0.003038
3f4b79bf-7f27-48e9-b619-85f858dd59e2,28,tool,122,1.044558,0.008562
3f4b79bf-7f27-48e9-b619-85f858dd59e2,29,assistant,2105,8.284029,0.003935
3f4b79bf-7f27-48e9-b619-85f858dd59e2,30,tool,92,0.784508,0.008527
3f4b79bf-7f27-48e9-b619-85f858dd59e2,31,user,40,0.947896,0.023697
3f4b79bf-7f27-48e9-b619-85f858dd59e2,32,assistant,671,49.790756,0.074204
b92eecfe-0cff-4746-ae98-986f2512c084,26,tool,1021,170.058380,0.166561
b92eecfe-0cff-4746-ae98-986f2512c084,27,assistant,3996,13.618454,0.003408
b92eecfe-0cff-4746-ae98-986f2512c084,28,tool,763,3.801336,0.004982
b92eecfe-0cff-4746-ae98-986f2512c084,29,assistant,613,4.665415,0.007611
b92eecfe-0cff-4746-ae98-986f2512c084,30,tool,677,2.637995,0.003897
b92eecfe-0cff-4746-ae98-986f2512c084,31,user,40,0.502478,0.012562
b92eecfe-0cff-4746-ae98-986f2512c084,32,assistant,1082,60.697430,0.056097
930977e3-cb4e-4bcd-8218-c717389c4c14,13,assistant,1857,186.479172,0.100420
930977e3-cb4e-4bcd-8218-c717389c4c14,14,tool,1070,1.586442,0.001483
930977e3-cb4e-4bcd-8218-c717389c4c14,15,assistant,492,3.550811,0.007217
930977e3-cb4e-4bcd-8218-c717389c4c14,16,tool,219,0.230679,0.001053
930977e3-cb4e-4bcd-8218-c717389c4c14,17,assistant,3461,14.770440,0.004268
930977e3-cb4e-4bcd-8218-c717389c4c14,18,tool,701,3.242607,0.004626
930977e3-cb4e-4bcd-8218-c717389c4c14,19,assistant,392,46.144455,0.117715
e0faf24b-e135-412f-b89d-c90b263e677b,6,tool,4971,182.438568,0.036701
e0faf24b-e135-412f-b89d-c90b263e677b,7,assistant,201,4.602077,0.022896
e0faf24b-e135-412f-b89d-c90b263e677b,8,tool,3020,68.966866,0.022837
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,0,user,25,176.753525,7.070141
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,1,assistant,210,0.736892,0.003509
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,2,tool,51,0.097338,0.001909
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,3,assistant,77,0.190108,0.002469
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,4,tool,45,0.016813,0.000374
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,5,assistant,32,0.074182,0.002318
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,6,tool,49,0.014532,0.000297
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,7,assistant,75,0.096727,0.001290
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,8,tool,48,0.014048,0.000293
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,9,assistant,68,0.090332,0.001328
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,10,tool,51,0.025076,0.000492
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,11,assistant,2640,17.745968,0.006722
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,12,tool,821,8.283797,0.010090
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,13,assistant,94,1.461876,0.015552
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,14,tool,141,0.704640,0.004997
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,15,assistant,396,3.061760,0.007732
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,16,tool,363,3.030015,0.008347
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,17,assistant,408,43.630714,0.106938
4d2329c7-4e2a-4067-b4ee-451967d130e7,10,tool,3098,172.864792,0.055799
4d2329c7-4e2a-4067-b4ee-451967d130e7,11,assistant,325,3.522074,0.010837
4d2329c7-4e2a-4067-b4ee-451967d130e7,12,tool,79,0.370996,0.004696
4d2329c7-4e2a-4067-b4ee-451967d130e7,13,assistant,107,0.770545,0.007201
4d2329c7-4e2a-4067-b4ee-451967d130e7,14,tool,81,0.109689,0.001354
4d2329c7-4e2a-4067-b4ee-451967d130e7,15,assistant,106,0.378992,0.003575
4d2329c7-4e2a-4067-b4ee-451967d130e7,16,tool,313,0.878057,0.002805
4d2329c7-4e2a-4067-b4ee-451967d130e7,17,assistant,77,0.830745,0.010789
4d2329c7-4e2a-4067-b4ee-451967d130e7,18,tool,52,0.050329,0.000968
4d2329c7-4e2a-4067-b4ee-451967d130e7,19,assistant,116,0.643030,0.005543
4d2329c7-4e2a-4067-b4ee-451967d130e7,20,tool,155,0.216347,0.001396
4d2329c7-4e2a-4067-b4ee-451967d130e7,21,assistant,63,0.401518,0.006373
4d2329c7-4e2a-4067-b4ee-451967d130e7,22,tool,84,0.389693,0.004639
4d2329c7-4e2a-4067-b4ee-451967d130e7,23,assistant,93,0.237914,0.002558
4d2329c7-4e2a-4067-b4ee-451967d130e7,24,tool,508,1.689975,0.003327
4d2329c7-4e2a-4067-b4ee-451967d130e7,25,assistant,118,1.795903,0.015220
4d2329c7-4e2a-4067-b4ee-451967d130e7,26,tool,102,0.203454,0.001995
4d2329c7-4e2a-4067-b4ee-451967d130e7,27,assistant,86,1.230324,0.014306
4d2329c7-4e2a-4067-b4ee-451967d130e7,28,tool,1675,5.283083,0.003154
4d2329c7-4e2a-4067-b4ee-451967d130e7,29,assistant,358,14.373790,0.040150
4d2329c7-4e2a-4067-b4ee-451967d130e7,30,tool,154,1.425185,0.009254
4d2329c7-4e2a-4067-b4ee-451967d130e7,31,user,40,1.031893,0.025797
4d2329c7-4e2a-4067-b4ee-451967d130e7,32,assistant,402,47.312210,0.117692
1a2a12a6-0353-4326-9590-d8a5b5e56de5,11,assistant,1686,178.601669,0.105932
1a2a12a6-0353-4326-9590-d8a5b5e56de5,12,tool,260,0.270569,0.001041
1a2a12a6-0353-4326-9590-d8a5b5e56de5,13,assistant,941,2.469123,0.002624
1a2a12a6-0353-4326-9590-d8a5b5e56de5,14,tool,88,0.067061,0.000762
1a2a12a6-0353-4326-9590-d8a5b5e56de5,15,assistant,1906,7.905082,0.004147
1a2a12a6-0353-4326-9590-d8a5b5e56de5,16,tool,216,0.150945,0.000699
1a2a12a6-0353-4326-9590-d8a5b5e56de5,17,assistant,193,2.530519,0.013111
1a2a12a6-0353-4326-9590-d8a5b5e56de5,18,tool,233,0.733809,0.003149
1a2a12a6-0353-4326-9590-d8a5b5e56de5,19,assistant,65,0.609476,0.009377
1a2a12a6-0353-4326-9590-d8a5b5e56de5,20,tool,742,2.751631,0.003708
1a2a12a6-0353-4326-9590-d8a5b5e56de5,21,assistant,160,1.345895,0.008412
1a2a12a6-0353-4326-9590-d8a5b5e56de5,22,tool,219,1.004468,0.004587
1a2a12a6-0353-4326-9590-d8a5b5e56de5,23,assistant,107,1.084882,0.010139
1a2a12a6-0353-4326-9590-d8a5b5e56de5,24,tool,76,0.245730,0.003233
1a2a12a6-0353-4326-9590-d8a5b5e56de5,25,assistant,49,0.551667,0.011259
1a2a12a6-0353-4326-9590-d8a5b5e56de5,26,tool,249,2.590528,0.010404
1a2a12a6-0353-4326-9590-d8a5b5e56de5,27,assistant,67,0.882406,0.013170
1a2a12a6-0353-4326-9590-d8a5b5e56de5,28,tool,96,0.726779,0.007571
1a2a12a6-0353-4326-9590-d8a5b5e56de5,29,assistant,107,2.477860,0.023158
1a2a12a6-0353-4326-9590-d8a5b5e56de5,30,tool,184,1.809798,0.009836
1a2a12a6-0353-4326-9590-d8a5b5e56de5,31,user,40,0.741678,0.018542
1a2a12a6-0353-4326-9590-d8a5b5e56de5,32,assistant,508,46.442322,0.091422
4143608f-6ca7-4f3b-af9c-63e2389306ae,0,user,43,190.299133,4.425561
4143608f-6ca7-4f3b-af9c-63e2389306ae,1,assistant,499,10.525853,0.021094
4143608f-6ca7-4f3b-af9c-63e2389306ae,2,tool,483,4.569244,0.009460
4143608f-6ca7-4f3b-af9c-63e2389306ae,3,assistant,209,4.475344,0.021413
4143608f-6ca7-4f3b-af9c-63e2389306ae,4,tool,484,3.368651,0.006960
4143608f-6ca7-4f3b-af9c-63e2389306ae,5,assistant,277,42.739185,0.154293
19be0b4f-b8d3-48f9-af88-6d22eda39812,4,tool,2049,171.719681,0.083807
19be0b4f-b8d3-48f9-af88-6d22eda39812,5,assistant,237,4.077508,0.017205
19be0b4f-b8d3-48f9-af88-6d22eda39812,6,tool,2171,4.523744,0.002084
19be0b4f-b8d3-48f9-af88-6d22eda39812,7,assistant,65,1.437632,0.022117
19be0b4f-b8d3-48f9-af88-6d22eda39812,8,tool,45,0.266519,0.005923
19be0b4f-b8d3-48f9-af88-6d22eda39812,9,assistant,89,1.209258,0.013587
19be0b4f-b8d3-48f9-af88-6d22eda39812,10,tool,70,0.333065,0.004758
19be0b4f-b8d3-48f9-af88-6d22eda39812,11,assistant,51,0.416932,0.008175
19be0b4f-b8d3-48f9-af88-6d22eda39812,12,tool,180,0.264040,0.001467
19be0b4f-b8d3-48f9-af88-6d22eda39812,13,assistant,2798,25.168465,0.008995
19be0b4f-b8d3-48f9-af88-6d22eda39812,14,tool,123,3.334350,0.027109
19be0b4f-b8d3-48f9-af88-6d22eda39812,15,assistant,314,43.248417,0.137734
4d970add-e084-4d3d-ab6a-e2d17adf6293,4,tool,7096,202.908035,0.028595
4d970add-e084-4d3d-ab6a-e2d17adf6293,5,assistant,1096,53.065399,0.048417
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,10,tool,680,179.174255,0.263492
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,11,assistant,89,0.530605,0.005962
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,12,tool,38,0.045792,0.001205
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,13,assistant,126,0.234124,0.001858
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,14,tool,1890,0.434975,0.000230
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,15,assistant,69,0.395253,0.005728
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,16,tool,2486,2.874152,0.001156
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,17,assistant,189,2.471501,0.013077
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,18,tool,48,0.196022,0.004084
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,19,assistant,758,7.000549,0.009236
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,20,tool,47,0.135112,0.002875
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,21,assistant,31,0.374810,0.012091
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,22,tool,87,0.760353,0.008740
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,23,assistant,66,0.878596,0.013312
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,24,tool,144,0.932647,0.006477
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,25,assistant,185,3.704323,0.020023
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,26,tool,357,2.210011,0.006191
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,27,assistant,77,1.727764,0.022438
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,28,tool,99,0.789918,0.007979
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,29,assistant,130,2.114029,0.016262
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,30,tool,203,1.472880,0.007256
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,31,user,40,1.052833,0.026321
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,32,assistant,353,46.495796,0.131716
6b062f7e-1668-49e5-b364-8e4ac8c6d149,0,user,24,178.097076,7.420712
6b062f7e-1668-49e5-b364-8e4ac8c6d149,1,assistant,799,13.174491,0.016489
6b062f7e-1668-49e5-b364-8e4ac8c6d149,2,tool,486,4.598904,0.009463
6b062f7e-1668-49e5-b364-8e4ac8c6d149,3,assistant,879,60.117496,0.068393
4375060a-a136-4353-a0d2-d3c7e0d28952,5,assistant,1800,181.737640,0.100965
4375060a-a136-4353-a0d2-d3c7e0d28952,6,tool,46,0.210908,0.004585
4375060a-a136-4353-a0d2-d3c7e0d28952,7,assistant,71,0.535751,0.007546
4375060a-a136-4353-a0d2-d3c7e0d28952,8,tool,100,0.100323,0.001003
4375060a-a136-4353-a0d2-d3c7e0d28952,9,assistant,67,0.275288,0.004109
4375060a-a136-4353-a0d2-d3c7e0d28952,10,tool,48,0.032419,0.000675
4375060a-a136-4353-a0d2-d3c7e0d28952,11,assistant,2049,1.486793,0.000726
4375060a-a136-4353-a0d2-d3c7e0d28952,12,tool,46,0.075913,0.001650
4375060a-a136-4353-a0d2-d3c7e0d28952,13,assistant,1421,4.133118,0.002909
4375060a-a136-4353-a0d2-d3c7e0d28952,14,tool,46,0.101118,0.002198
4375060a-a136-4353-a0d2-d3c7e0d28952,15,assistant,44,0.447188,0.010163
4375060a-a136-4353-a0d2-d3c7e0d28952,16,tool,1073,1.826971,0.001703
4375060a-a136-4353-a0d2-d3c7e0d28952,17,assistant,158,2.235296,0.014147
4375060a-a136-4353-a0d2-d3c7e0d28952,18,tool,199,1.060296,0.005328
4375060a-a136-4353-a0d2-d3c7e0d28952,19,assistant,188,1.671036,0.008888
4375060a-a136-4353-a0d2-d3c7e0d28952,20,tool,199,0.805294,0.004047
4375060a-a136-4353-a0d2-d3c7e0d28952,21,assistant,637,59.283077,0.093066
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,24,tool,86,181.313461,2.108296
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,25,assistant,359,5.074224,0.014134
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,26,tool,288,0.889299,0.003088
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,27,assistant,381,4.325020,0.011352
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,28,tool,513,0.607532,0.001184
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,29,assistant,100,0.532373,0.005324
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,30,tool,6043,6.643233,0.001099
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,31,user,40,1.623658,0.040591
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,32,assistant,382,54.981125,0.143930
d34beda0-2a3d-40fd-9373-56267c6330a6,7,assistant,1791,194.679382,0.108699
d34beda0-2a3d-40fd-9373-56267c6330a6,8,tool,156,0.380223,0.002437
d34beda0-2a3d-40fd-9373-56267c6330a6,9,assistant,91,0.407771,0.004481
d34beda0-2a3d-40fd-9373-56267c6330a6,10,tool,374,0.760885,0.002034
d34beda0-2a3d-40fd-9373-56267c6330a6,11,assistant,2761,5.707465,0.002067
d34beda0-2a3d-40fd-9373-56267c6330a6,12,tool,403,1.699371,0.004217
d34beda0-2a3d-40fd-9373-56267c6330a6,13,assistant,115,0.536760,0.004667
d34beda0-2a3d-40fd-9373-56267c6330a6,14,tool,2501,51.826618,0.020722
51c83727-0266-42e9-943f-f2186bc19e56,17,assistant,1086,194.295395,0.178909
51c83727-0266-42e9-943f-f2186bc19e56,18,tool,47,1.636729,0.034824
51c83727-0266-42e9-943f-f2186bc19e56,19,assistant,2695,7.913263,0.002936
51c83727-0266-42e9-943f-f2186bc19e56,20,tool,47,2.178566,0.046352
51c83727-0266-42e9-943f-f2186bc19e56,21,assistant,4239,39.097134,0.009223
51c83727-0266-42e9-943f-f2186bc19e56,22,tool,78,10.877148,0.139451
268a8715-aca4-4edd-908c-60feff040be7,7,assistant,490,187.894653,0.383458
268a8715-aca4-4edd-908c-60feff040be7,8,tool,275,0.875103,0.003182
268a8715-aca4-4edd-908c-60feff040be7,9,assistant,2975,3.623448,0.001218
268a8715-aca4-4edd-908c-60feff040be7,10,tool,161,0.654154,0.004063
268a8715-aca4-4edd-908c-60feff040be7,11,assistant,883,1.467487,0.001662
268a8715-aca4-4edd-908c-60feff040be7,12,tool,259,1.421528,0.005489
268a8715-aca4-4edd-908c-60feff040be7,13,assistant,1905,19.404440,0.010186
268a8715-aca4-4edd-908c-60feff040be7,14,tool,1244,40.666527,0.032690
1bab22d7-39f7-4f86-82ac-420db3a53d39,2,tool,4201,186.290329,0.044344
1bab22d7-39f7-4f86-82ac-420db3a53d39,3,assistant,201,1.566622,0.007794
1bab22d7-39f7-4f86-82ac-420db3a53d39,4,tool,3020,9.495851,0.003144
1bab22d7-39f7-4f86-82ac-420db3a53d39,5,assistant,120,2.690981,0.022425
1bab22d7-39f7-4f86-82ac-420db3a53d39,6,tool,231,8.669035,0.037528
1bab22d7-39f7-4f86-82ac-420db3a53d39,7,assistant,419,47.284218,0.112850
89f00409-edc2-48ec-8774-6080cb79d28a,0,user,32,196.503235,6.140726
89f00409-edc2-48ec-8774-6080cb79d28a,1,assistant,66,15.087689,0.228601
89f00409-edc2-48ec-8774-6080cb79d28a,2,tool,67,13.439258,0.200586
89f00409-edc2-48ec-8774-6080cb79d28a,3,assistant,166,30.933680,0.186347
6afb4072-ee38-4f5f-b034-24672eb7771a,11,assistant,3260,189.147675,0.058021
6afb4072-ee38-4f5f-b034-24672eb7771a,12,tool,750,1.820556,0.002427
6afb4072-ee38-4f5f-b034-24672eb7771a,13,assistant,225,1.346242,0.005983
6afb4072-ee38-4f5f-b034-24672eb7771a,14,tool,1386,1.603826,0.001157
6afb4072-ee38-4f5f-b034-24672eb7771a,15,assistant,156,0.880614,0.005645
6afb4072-ee38-4f5f-b034-24672eb7771a,16,tool,130,0.369238,0.002840
6afb4072-ee38-4f5f-b034-24672eb7771a,17,assistant,129,0.432060,0.003349
6afb4072-ee38-4f5f-b034-24672eb7771a,18,tool,622,0.914121,0.001470
6afb4072-ee38-4f5f-b034-24672eb7771a,19,assistant,245,2.714459,0.011079
6afb4072-ee38-4f5f-b034-24672eb7771a,20,tool,235,1.399899,0.005957
6afb4072-ee38-4f5f-b034-24672eb7771a,21,assistant,121,0.865464,0.007153
6afb4072-ee38-4f5f-b034-24672eb7771a,22,tool,168,0.531314,0.003163
6afb4072-ee38-4f5f-b034-24672eb7771a,23,assistant,765,53.968441,0.070547
