task_id,msg_index,role,n_msg_tokens,attn_total,attn_per_token
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,31,user,40,0.448845,0.011221
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,32,assistant,972,68.257797,0.070224
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,15,assistant,1917,166.847702,0.087036
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,16,tool,48,0.488699,0.010181
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,17,assistant,104,1.233799,0.011863
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,18,tool,130,0.443515,0.003412
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,19,assistant,3231,19.231873,0.005952
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,20,tool,48,0.571527,0.011907
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,21,assistant,134,3.829427,0.028578
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,22,tool,158,2.033833,0.012872
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,23,assistant,374,61.314720,0.163943
835d7635-aea6-48b4-96c4-206c5e95f083,29,assistant,5312,182.300354,0.034319
835d7635-aea6-48b4-96c4-206c5e95f083,30,tool,133,1.644245,0.012363
835d7635-aea6-48b4-96c4-206c5e95f083,31,user,40,0.916563,0.022914
835d7635-aea6-48b4-96c4-206c5e95f083,32,assistant,659,71.127533,0.107933
3f4b79bf-7f27-48e9-b619-85f858dd59e2,25,assistant,1882,177.274277,0.094195
3f4b79bf-7f27-48e9-b619-85f858dd59e2,26,tool,163,1.977317,0.012131
3f4b79bf-7f27-48e9-b619-85f858dd59e2,27,assistant,1069,3.307440,0.003094
3f4b79bf-7f27-48e9-b619-85f858dd59e2,28,tool,122,0.994146,0.008149
3f4b79bf-7f27-48e9-b619-85f858dd59e2,29,assistant,2105,6.279147,0.002983
3f4b79bf-7f27-48e9-b619-85f858dd59e2,30,tool,92,1.255450,0.013646
3f4b79bf-7f27-48e9-b619-85f858dd59e2,31,user,40,0.994014,0.024850
3f4b79bf-7f27-48e9-b619-85f858dd59e2,32,assistant,671,63.915672,0.095254
b92eecfe-0cff-4746-ae98-986f2512c084,27,assistant,2969,169.979752,0.057252
b92eecfe-0cff-4746-ae98-986f2512c084,28,tool,763,7.240716,0.009490
b92eecfe-0cff-4746-ae98-986f2512c084,29,assistant,613,5.137518,0.008381
b92eecfe-0cff-4746-ae98-986f2512c084,30,tool,677,2.166459,0.003200
b92eecfe-0cff-4746-ae98-986f2512c084,31,user,40,0.481822,0.012046
b92eecfe-0cff-4746-ae98-986f2512c084,32,assistant,1082,71.004112,0.065623
930977e3-cb4e-4bcd-8218-c717389c4c14,14,tool,879,159.497086,0.181453
930977e3-cb4e-4bcd-8218-c717389c4c14,15,assistant,492,2.569303,0.005222
930977e3-cb4e-4bcd-8218-c717389c4c14,16,tool,219,0.297477,0.001358
930977e3-cb4e-4bcd-8218-c717389c4c14,17,assistant,3461,16.077013,0.004645
930977e3-cb4e-4bcd-8218-c717389c4c14,18,tool,701,13.605377,0.019409
930977e3-cb4e-4bcd-8218-c717389c4c14,19,assistant,392,63.954552,0.163149
e0faf24b-e135-412f-b89d-c90b263e677b,6,tool,2923,169.853149,0.058109
e0faf24b-e135-412f-b89d-c90b263e677b,7,assistant,201,4.153199,0.020663
e0faf24b-e135-412f-b89d-c90b263e677b,8,tool,3020,81.992432,0.027150
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,0,user,25,145.664352,5.826574
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,1,assistant,210,1.146814,0.005461
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,2,tool,51,0.166935,0.003273
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,3,assistant,77,0.363422,0.004720
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,4,tool,45,0.126601,0.002813
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,5,assistant,32,0.112327,0.003510
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,6,tool,49,16.176964,0.330142
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,7,assistant,75,0.213650,0.002849
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,8,tool,48,0.029653,0.000618
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,9,assistant,68,0.171565,0.002523
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,10,tool,51,0.030996,0.000608
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,11,assistant,2640,11.362204,0.004304
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,12,tool,821,12.082881,0.014717
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,13,assistant,94,1.646143,0.017512
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,14,tool,141,0.666193,0.004725
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,15,assistant,396,2.560850,0.006467
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,16,tool,363,2.531966,0.006975
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,17,assistant,408,60.940510,0.149364
4d2329c7-4e2a-4067-b4ee-451967d130e7,10,tool,1050,168.679749,0.160647
4d2329c7-4e2a-4067-b4ee-451967d130e7,11,assistant,325,2.812290,0.008653
4d2329c7-4e2a-4067-b4ee-451967d130e7,12,tool,79,0.257309,0.003257
4d2329c7-4e2a-4067-b4ee-451967d130e7,13,assistant,107,0.756948,0.007074
4d2329c7-4e2a-4067-b4ee-451967d130e7,14,tool,81,0.225121,0.002779
4d2329c7-4e2a-4067-b4ee-451967d130e7,15,assistant,106,0.313653,0.002959
4d2329c7-4e2a-4067-b4ee-451967d130e7,16,tool,313,0.919606,0.002938
4d2329c7-4e2a-4067-b4ee-451967d130e7,17,assistant,77,0.727751,0.009451
4d2329c7-4e2a-4067-b4ee-451967d130e7,18,tool,52,0.073240,0.001408
4d2329c7-4e2a-4067-b4ee-451967d130e7,19,assistant,116,0.532107,0.004587
4d2329c7-4e2a-4067-b4ee-451967d130e7,20,tool,155,0.270758,0.001747
4d2329c7-4e2a-4067-b4ee-451967d130e7,21,assistant,63,0.262376,0.004165
4d2329c7-4e2a-4067-b4ee-451967d130e7,22,tool,84,0.144478,0.001720
4d2329c7-4e2a-4067-b4ee-451967d130e7,23,assistant,93,0.166719,0.001793
4d2329c7-4e2a-4067-b4ee-451967d130e7,24,tool,508,1.604542,0.003159
4d2329c7-4e2a-4067-b4ee-451967d130e7,25,assistant,118,1.517030,0.012856
4d2329c7-4e2a-4067-b4ee-451967d130e7,26,tool,102,0.208611,0.002045
4d2329c7-4e2a-4067-b4ee-451967d130e7,27,assistant,86,0.750242,0.008724
4d2329c7-4e2a-4067-b4ee-451967d130e7,28,tool,1675,4.009634,0.002394
4d2329c7-4e2a-4067-b4ee-451967d130e7,29,assistant,358,8.577787,0.023960
4d2329c7-4e2a-4067-b4ee-451967d130e7,30,tool,154,1.954609,0.012692
4d2329c7-4e2a-4067-b4ee-451967d130e7,31,user,40,0.847506,0.021188
4d2329c7-4e2a-4067-b4ee-451967d130e7,32,assistant,402,60.391685,0.150228
1a2a12a6-0353-4326-9590-d8a5b5e56de5,13,assistant,839,168.271027,0.200561
1a2a12a6-0353-4326-9590-d8a5b5e56de5,14,tool,88,0.399772,0.004543
1a2a12a6-0353-4326-9590-d8a5b5e56de5,15,assistant,1906,7.950111,0.004171
1a2a12a6-0353-4326-9590-d8a5b5e56de5,16,tool,216,0.259651,0.001202
1a2a12a6-0353-4326-9590-d8a5b5e56de5,17,assistant,193,1.531480,0.007935
1a2a12a6-0353-4326-9590-d8a5b5e56de5,18,tool,233,0.683306,0.002933
1a2a12a6-0353-4326-9590-d8a5b5e56de5,19,assistant,65,0.647885,0.009967
1a2a12a6-0353-4326-9590-d8a5b5e56de5,20,tool,742,2.364887,0.003187
1a2a12a6-0353-4326-9590-d8a5b5e56de5,21,assistant,160,1.238910,0.007743
1a2a12a6-0353-4326-9590-d8a5b5e56de5,22,tool,219,0.650117,0.002969
1a2a12a6-0353-4326-9590-d8a5b5e56de5,23,assistant,107,1.067706,0.009979
1a2a12a6-0353-4326-9590-d8a5b5e56de5,24,tool,76,0.227361,0.002992
1a2a12a6-0353-4326-9590-d8a5b5e56de5,25,assistant,49,0.529210,0.010800
1a2a12a6-0353-4326-9590-d8a5b5e56de5,26,tool,249,1.735759,0.006971
1a2a12a6-0353-4326-9590-d8a5b5e56de5,27,assistant,67,0.860247,0.012840
1a2a12a6-0353-4326-9590-d8a5b5e56de5,28,tool,96,0.608440,0.006338
1a2a12a6-0353-4326-9590-d8a5b5e56de5,29,assistant,107,2.044385,0.019106
1a2a12a6-0353-4326-9590-d8a5b5e56de5,30,tool,184,1.623995,0.008826
1a2a12a6-0353-4326-9590-d8a5b5e56de5,31,user,40,0.676228,0.016906
1a2a12a6-0353-4326-9590-d8a5b5e56de5,32,assistant,508,62.612865,0.123254
4143608f-6ca7-4f3b-af9c-63e2389306ae,0,user,43,166.384628,3.869410
4143608f-6ca7-4f3b-af9c-63e2389306ae,1,assistant,499,19.225153,0.038527
4143608f-6ca7-4f3b-af9c-63e2389306ae,2,tool,483,4.116277,0.008522
4143608f-6ca7-4f3b-af9c-63e2389306ae,3,assistant,209,4.786714,0.022903
4143608f-6ca7-4f3b-af9c-63e2389306ae,4,tool,484,3.931489,0.008123
4143608f-6ca7-4f3b-af9c-63e2389306ae,5,assistant,277,57.517441,0.207644
19be0b4f-b8d3-48f9-af88-6d22eda39812,4,tool,1,147.062500,147.062500
19be0b4f-b8d3-48f9-af88-6d22eda39812,5,assistant,237,14.354833,0.060569
19be0b4f-b8d3-48f9-af88-6d22eda39812,6,tool,2171,4.751702,0.002189
19be0b4f-b8d3-48f9-af88-6d22eda39812,7,assistant,65,1.499767,0.023073
19be0b4f-b8d3-48f9-af88-6d22eda39812,8,tool,45,0.233944,0.005199
19be0b4f-b8d3-48f9-af88-6d22eda39812,9,assistant,89,1.091187,0.012261
19be0b4f-b8d3-48f9-af88-6d22eda39812,10,tool,70,0.331897,0.004741
19be0b4f-b8d3-48f9-af88-6d22eda39812,11,assistant,51,0.417839,0.008193
19be0b4f-b8d3-48f9-af88-6d22eda39812,12,tool,180,0.452743,0.002515
19be0b4f-b8d3-48f9-af88-6d22eda39812,13,assistant,2798,27.671801,0.009890
19be0b4f-b8d3-48f9-af88-6d22eda39812,14,tool,123,2.913522,0.023687
19be0b4f-b8d3-48f9-af88-6d22eda39812,15,assistant,314,55.230255,0.175893
4d970add-e084-4d3d-ab6a-e2d17adf6293,4,tool,5048,188.619141,0.037365
4d970add-e084-4d3d-ab6a-e2d17adf6293,5,assistant,1096,67.382629,0.061481
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,14,tool,775,161.077057,0.207841
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,15,assistant,69,0.658143,0.009538
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,16,tool,2486,7.385003,0.002971
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,17,assistant,189,1.563573,0.008273
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,18,tool,48,0.229707,0.004786
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,19,assistant,758,5.400492,0.007125
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,20,tool,47,0.182104,0.003875
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,21,assistant,31,0.622294,0.020074
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,22,tool,87,0.547352,0.006291
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,23,assistant,66,0.782043,0.011849
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,24,tool,144,6.167224,0.042828
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,25,assistant,185,2.926486,0.015819
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,26,tool,357,1.395789,0.003910
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,27,assistant,77,1.352641,0.017567
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,28,tool,99,0.500637,0.005057
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,29,assistant,130,2.109526,0.016227
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,30,tool,203,2.004483,0.009874
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,31,user,40,1.038481,0.025962
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,32,assistant,353,60.081360,0.170202
6b062f7e-1668-49e5-b364-8e4ac8c6d149,0,user,24,159.805267,6.658553
6b062f7e-1668-49e5-b364-8e4ac8c6d149,1,assistant,799,24.599699,0.030788
6b062f7e-1668-49e5-b364-8e4ac8c6d149,2,tool,486,3.357614,0.006909
6b062f7e-1668-49e5-b364-8e4ac8c6d149,3,assistant,879,68.219337,0.077610
4375060a-a136-4353-a0d2-d3c7e0d28952,9,assistant,36,138.604538,3.850126
4375060a-a136-4353-a0d2-d3c7e0d28952,10,tool,48,0.163549,0.003407
4375060a-a136-4353-a0d2-d3c7e0d28952,11,assistant,2049,26.739208,0.013050
4375060a-a136-4353-a0d2-d3c7e0d28952,12,tool,46,0.150687,0.003276
4375060a-a136-4353-a0d2-d3c7e0d28952,13,assistant,1421,11.014087,0.007751
4375060a-a136-4353-a0d2-d3c7e0d28952,14,tool,46,0.123630,0.002688
4375060a-a136-4353-a0d2-d3c7e0d28952,15,assistant,44,0.428970,0.009749
4375060a-a136-4353-a0d2-d3c7e0d28952,16,tool,1073,1.539202,0.001434
4375060a-a136-4353-a0d2-d3c7e0d28952,17,assistant,158,1.345110,0.008513
4375060a-a136-4353-a0d2-d3c7e0d28952,18,tool,199,0.792539,0.003983
4375060a-a136-4353-a0d2-d3c7e0d28952,19,assistant,188,1.669215,0.008879
4375060a-a136-4353-a0d2-d3c7e0d28952,20,tool,199,0.670292,0.003368
4375060a-a136-4353-a0d2-d3c7e0d28952,21,assistant,637,72.740143,0.114192
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,30,tool,5722,185.235413,0.032372
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,31,user,40,1.419140,0.035478
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,32,assistant,382,69.343582,0.181528
d34beda0-2a3d-40fd-9373-56267c6330a6,10,tool,364,133.903381,0.367866
d34beda0-2a3d-40fd-9373-56267c6330a6,11,assistant,2761,40.913372,0.014818
d34beda0-2a3d-40fd-9373-56267c6330a6,12,tool,403,2.559535,0.006351
d34beda0-2a3d-40fd-9373-56267c6330a6,13,assistant,115,1.891800,0.016450
d34beda0-2a3d-40fd-9373-56267c6330a6,14,tool,2501,76.724487,0.030678
51c83727-0266-42e9-943f-f2186bc19e56,19,assistant,1780,185.324966,0.104115
51c83727-0266-42e9-943f-f2186bc19e56,20,tool,47,3.121458,0.066414
51c83727-0266-42e9-943f-f2186bc19e56,21,assistant,4239,52.749607,0.012444
51c83727-0266-42e9-943f-f2186bc19e56,22,tool,78,14.827335,0.190094
268a8715-aca4-4edd-908c-60feff040be7,9,assistant,1692,172.183853,0.101764
268a8715-aca4-4edd-908c-60feff040be7,10,tool,161,1.465186,0.009101
268a8715-aca4-4edd-908c-60feff040be7,11,assistant,883,2.247320,0.002545
268a8715-aca4-4edd-908c-60feff040be7,12,tool,259,1.809880,0.006988
268a8715-aca4-4edd-908c-60feff040be7,13,assistant,1905,19.509800,0.010241
268a8715-aca4-4edd-908c-60feff040be7,14,tool,1244,58.763657,0.047238
1bab22d7-39f7-4f86-82ac-420db3a53d39,2,tool,2153,176.324158,0.081897
1bab22d7-39f7-4f86-82ac-420db3a53d39,3,assistant,201,1.556056,0.007742
1bab22d7-39f7-4f86-82ac-420db3a53d39,4,tool,3020,7.935423,0.002628
1bab22d7-39f7-4f86-82ac-420db3a53d39,5,assistant,120,3.546452,0.029554
1bab22d7-39f7-4f86-82ac-420db3a53d39,6,tool,231,5.518856,0.023891
1bab22d7-39f7-4f86-82ac-420db3a53d39,7,assistant,419,61.116798,0.145863
89f00409-edc2-48ec-8774-6080cb79d28a,0,user,32,186.032867,5.813527
89f00409-edc2-48ec-8774-6080cb79d28a,1,assistant,66,16.677780,0.252694
89f00409-edc2-48ec-8774-6080cb79d28a,2,tool,67,17.355967,0.259044
89f00409-edc2-48ec-8774-6080cb79d28a,3,assistant,166,35.954872,0.216596
6afb4072-ee38-4f5f-b034-24672eb7771a,11,assistant,1212,167.780807,0.138433
6afb4072-ee38-4f5f-b034-24672eb7771a,12,tool,750,1.323271,0.001764
6afb4072-ee38-4f5f-b034-24672eb7771a,13,assistant,225,1.011021,0.004493
6afb4072-ee38-4f5f-b034-24672eb7771a,14,tool,1386,7.390874,0.005333
6afb4072-ee38-4f5f-b034-24672eb7771a,15,assistant,156,0.772664,0.004953
6afb4072-ee38-4f5f-b034-24672eb7771a,16,tool,130,0.368706,0.002836
6afb4072-ee38-4f5f-b034-24672eb7771a,17,assistant,129,0.633363,0.004910
6afb4072-ee38-4f5f-b034-24672eb7771a,18,tool,622,0.961020,0.001545
6afb4072-ee38-4f5f-b034-24672eb7771a,19,assistant,245,1.885646,0.007697
6afb4072-ee38-4f5f-b034-24672eb7771a,20,tool,235,1.161717,0.004943
6afb4072-ee38-4f5f-b034-24672eb7771a,21,assistant,121,1.099078,0.009083
6afb4072-ee38-4f5f-b034-24672eb7771a,22,tool,168,0.646631,0.003849
6afb4072-ee38-4f5f-b034-24672eb7771a,23,assistant,765,70.955627,0.092752
