task_id,msg_index,role,n_msg_tokens,attn_total,attn_per_token
19be0b4f-b8d3-48f9-af88-6d22eda39812,15,assistant,314,51.904396,0.165301
4d970add-e084-4d3d-ab6a-e2d17adf6293,4,tool,5048,195.878464,0.038803
4d970add-e084-4d3d-ab6a-e2d17adf6293,5,assistant,1096,60.135117,0.054868
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,14,tool,775,176.924698,0.228290
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,15,assistant,69,0.479589,0.006951
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,16,tool,2486,2.222955,0.000894
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,17,assistant,189,2.013030,0.010651
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,18,tool,48,0.171205,0.003567
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,19,assistant,758,5.417112,0.007147
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,20,tool,47,0.161848,0.003444
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,21,assistant,31,0.659953,0.021289
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,22,tool,87,0.475324,0.005463
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,23,assistant,66,0.951759,0.014421
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,24,tool,144,0.938560,0.006518
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,25,assistant,185,3.316226,0.017926
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,26,tool,357,1.591609,0.004458
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,27,assistant,77,1.877617,0.024385
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,28,tool,99,0.588426,0.005944
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,29,assistant,130,2.202040,0.016939
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,30,tool,203,1.601369,0.007889
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,31,user,40,1.236117,0.030903
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,32,assistant,353,53.170868,0.150626
6b062f7e-1668-49e5-b364-8e4ac8c6d149,0,user,24,180.286255,7.511927
6b062f7e-1668-49e5-b364-8e4ac8c6d149,1,assistant,799,11.267823,0.014102
6b062f7e-1668-49e5-b364-8e4ac8c6d149,2,tool,486,3.097518,0.006373
6b062f7e-1668-49e5-b364-8e4ac8c6d149,3,assistant,879,61.329266,0.069772
4375060a-a136-4353-a0d2-d3c7e0d28952,9,assistant,36,171.657501,4.768264
4375060a-a136-4353-a0d2-d3c7e0d28952,10,tool,48,0.138135,0.002878
4375060a-a136-4353-a0d2-d3c7e0d28952,11,assistant,2049,2.039147,0.000995
4375060a-a136-4353-a0d2-d3c7e0d28952,12,tool,46,0.167598,0.003643
4375060a-a136-4353-a0d2-d3c7e0d28952,13,assistant,1421,3.706487,0.002608
4375060a-a136-4353-a0d2-d3c7e0d28952,14,tool,46,0.197670,0.004297
4375060a-a136-4353-a0d2-d3c7e0d28952,15,assistant,44,0.716779,0.016290
4375060a-a136-4353-a0d2-d3c7e0d28952,16,tool,1073,1.916178,0.001786
4375060a-a136-4353-a0d2-d3c7e0d28952,17,assistant,158,2.142490,0.013560
4375060a-a136-4353-a0d2-d3c7e0d28952,18,tool,199,0.939344,0.004720
4375060a-a136-4353-a0d2-d3c7e0d28952,19,assistant,188,2.208757,0.011749
4375060a-a136-4353-a0d2-d3c7e0d28952,20,tool,199,0.765369,0.003846
4375060a-a136-4353-a0d2-d3c7e0d28952,21,assistant,637,69.427345,0.108991
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,30,tool,5722,193.267075,0.033776
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,31,user,40,1.458891,0.036472
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,32,assistant,382,61.269390,0.160391
d34beda0-2a3d-40fd-9373-56267c6330a6,10,tool,364,188.318451,0.517358
d34beda0-2a3d-40fd-9373-56267c6330a6,11,assistant,2761,7.655468,0.002773
d34beda0-2a3d-40fd-9373-56267c6330a6,12,tool,403,2.049335,0.005085
d34beda0-2a3d-40fd-9373-56267c6330a6,13,assistant,115,1.471612,0.012797
d34beda0-2a3d-40fd-9373-56267c6330a6,14,tool,2501,56.486774,0.022586
51c83727-0266-42e9-943f-f2186bc19e56,19,assistant,1780,194.746262,0.109408
51c83727-0266-42e9-943f-f2186bc19e56,20,tool,47,3.280102,0.069789
51c83727-0266-42e9-943f-f2186bc19e56,21,assistant,4239,45.012146,0.010619
51c83727-0266-42e9-943f-f2186bc19e56,22,tool,78,12.921246,0.165657
268a8715-aca4-4edd-908c-60feff040be7,9,assistant,1692,188.750931,0.111555
268a8715-aca4-4edd-908c-60feff040be7,10,tool,161,1.109528,0.006891
268a8715-aca4-4edd-908c-60feff040be7,11,assistant,883,2.327134,0.002635
268a8715-aca4-4edd-908c-60feff040be7,12,tool,259,1.659843,0.006409
268a8715-aca4-4edd-908c-60feff040be7,13,assistant,1905,20.805136,0.010921
268a8715-aca4-4edd-908c-60feff040be7,14,tool,1244,41.353199,0.033242
1bab22d7-39f7-4f86-82ac-420db3a53d39,2,tool,2153,182.234299,0.084642
1bab22d7-39f7-4f86-82ac-420db3a53d39,3,assistant,201,1.448215,0.007205
1bab22d7-39f7-4f86-82ac-420db3a53d39,4,tool,3020,7.817730,0.002589
1bab22d7-39f7-4f86-82ac-420db3a53d39,5,assistant,120,3.537883,0.029482
1bab22d7-39f7-4f86-82ac-420db3a53d39,6,tool,231,6.283014,0.027199
1bab22d7-39f7-4f86-82ac-420db3a53d39,7,assistant,419,54.686462,0.130517
89f00409-edc2-48ec-8774-6080cb79d28a,0,user,32,193.703552,6.053236
89f00409-edc2-48ec-8774-6080cb79d28a,1,assistant,66,17.382826,0.263376
89f00409-edc2-48ec-8774-6080cb79d28a,2,tool,67,13.408371,0.200125
89f00409-edc2-48ec-8774-6080cb79d28a,3,assistant,166,31.516758,0.189860
6afb4072-ee38-4f5f-b034-24672eb7771a,11,assistant,1212,183.991898,0.151808
6afb4072-ee38-4f5f-b034-24672eb7771a,12,tool,750,1.091461,0.001455
6afb4072-ee38-4f5f-b034-24672eb7771a,13,assistant,225,0.948396,0.004215
6afb4072-ee38-4f5f-b034-24672eb7771a,14,tool,1386,1.432784,0.001034
6afb4072-ee38-4f5f-b034-24672eb7771a,15,assistant,156,1.048825,0.006723
6afb4072-ee38-4f5f-b034-24672eb7771a,16,tool,130,0.368094,0.002831
6afb4072-ee38-4f5f-b034-24672eb7771a,17,assistant,129,0.624450,0.004841
6afb4072-ee38-4f5f-b034-24672eb7771a,18,tool,622,0.969692,0.001559
6afb4072-ee38-4f5f-b034-24672eb7771a,19,assistant,245,2.574097,0.010507
6afb4072-ee38-4f5f-b034-24672eb7771a,20,tool,235,1.458430,0.006206
6afb4072-ee38-4f5f-b034-24672eb7771a,21,assistant,121,1.115462,0.009219
6afb4072-ee38-4f5f-b034-24672eb7771a,22,tool,168,0.548831,0.003267
6afb4072-ee38-4f5f-b034-24672eb7771a,23,assistant,765,59.835228,0.078216
