task_id,msg_index,role,n_msg_tokens,attn_total,attn_per_token
3f4b79bf-7f27-48e9-b619-85f858dd59e2,28,tool,122,1.201698,0.009850
3f4b79bf-7f27-48e9-b619-85f858dd59e2,29,assistant,2105,7.712285,0.003664
3f4b79bf-7f27-48e9-b619-85f858dd59e2,30,tool,92,1.615065,0.017555
3f4b79bf-7f27-48e9-b619-85f858dd59e2,31,user,40,1.597252,0.039931
3f4b79bf-7f27-48e9-b619-85f858dd59e2,32,assistant,671,67.912247,0.101211
b92eecfe-0cff-4746-ae98-986f2512c084,27,assistant,2969,156.731842,0.052789
b92eecfe-0cff-4746-ae98-986f2512c084,28,tool,763,14.006619,0.018357
b92eecfe-0cff-4746-ae98-986f2512c084,29,assistant,613,5.707559,0.009311
b92eecfe-0cff-4746-ae98-986f2512c084,30,tool,677,2.667343,0.003940
b92eecfe-0cff-4746-ae98-986f2512c084,31,user,40,0.971914,0.024298
b92eecfe-0cff-4746-ae98-986f2512c084,32,assistant,1082,75.924080,0.070170
930977e3-cb4e-4bcd-8218-c717389c4c14,14,tool,879,160.392212,0.182471
930977e3-cb4e-4bcd-8218-c717389c4c14,15,assistant,492,2.609632,0.005304
930977e3-cb4e-4bcd-8218-c717389c4c14,16,tool,219,0.454213,0.002074
930977e3-cb4e-4bcd-8218-c717389c4c14,17,assistant,3461,21.671162,0.006262
930977e3-cb4e-4bcd-8218-c717389c4c14,18,tool,701,4.769751,0.006804
930977e3-cb4e-4bcd-8218-c717389c4c14,19,assistant,392,66.093170,0.168605
e0faf24b-e135-412f-b89d-c90b263e677b,6,tool,2923,155.792755,0.053299
e0faf24b-e135-412f-b89d-c90b263e677b,7,assistant,201,5.088061,0.025314
e0faf24b-e135-412f-b89d-c90b263e677b,8,tool,3020,95.108276,0.031493
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,0,user,25,134.675354,5.387014
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,1,assistant,210,1.390231,0.006620
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,2,tool,51,0.202095,0.003963
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,3,assistant,77,0.382068,0.004962
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,4,tool,45,0.129582,0.002880
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,5,assistant,32,0.121184,0.003787
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,6,tool,49,0.043996,0.000898
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,7,assistant,75,0.153417,0.002046
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,8,tool,48,0.039591,0.000825
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,9,assistant,68,0.182576,0.002685
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,10,tool,51,0.060735,0.001191
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,11,assistant,2640,38.463005,0.014569
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,12,tool,821,7.168093,0.008731
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,13,assistant,94,1.721717,0.018316
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,14,tool,141,0.954972,0.006773
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,15,assistant,396,3.182379,0.008036
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,16,tool,363,3.401714,0.009371
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,17,assistant,408,63.724957,0.156189
4d2329c7-4e2a-4067-b4ee-451967d130e7,10,tool,1050,151.334869,0.144128
4d2329c7-4e2a-4067-b4ee-451967d130e7,11,assistant,325,3.040287,0.009355
4d2329c7-4e2a-4067-b4ee-451967d130e7,12,tool,79,0.265371,0.003359
4d2329c7-4e2a-4067-b4ee-451967d130e7,13,assistant,107,0.899319,0.008405
4d2329c7-4e2a-4067-b4ee-451967d130e7,14,tool,81,0.181276,0.002238
4d2329c7-4e2a-4067-b4ee-451967d130e7,15,assistant,106,0.447129,0.004218
4d2329c7-4e2a-4067-b4ee-451967d130e7,16,tool,313,1.205904,0.003853
4d2329c7-4e2a-4067-b4ee-451967d130e7,17,assistant,77,0.710681,0.009230
4d2329c7-4e2a-4067-b4ee-451967d130e7,18,tool,52,0.071805,0.001381
4d2329c7-4e2a-4067-b4ee-451967d130e7,19,assistant,116,0.603592,0.005203
4d2329c7-4e2a-4067-b4ee-451967d130e7,20,tool,155,0.456113,0.002943
4d2329c7-4e2a-4067-b4ee-451967d130e7,21,assistant,63,0.274896,0.004363
4d2329c7-4e2a-4067-b4ee-451967d130e7,22,tool,84,0.230198,0.002740
4d2329c7-4e2a-4067-b4ee-451967d130e7,23,assistant,93,0.215192,0.002314
4d2329c7-4e2a-4067-b4ee-451967d130e7,24,tool,508,2.186600,0.004304
4d2329c7-4e2a-4067-b4ee-451967d130e7,25,assistant,118,1.546345,0.013105
4d2329c7-4e2a-4067-b4ee-451967d130e7,26,tool,102,0.190509,0.001868
4d2329c7-4e2a-4067-b4ee-451967d130e7,27,assistant,86,0.880913,0.010243
4d2329c7-4e2a-4067-b4ee-451967d130e7,28,tool,1675,15.379606,0.009182
4d2329c7-4e2a-4067-b4ee-451967d130e7,29,assistant,358,9.199018,0.025696
4d2329c7-4e2a-4067-b4ee-451967d130e7,30,tool,154,2.273740,0.014765
4d2329c7-4e2a-4067-b4ee-451967d130e7,31,user,40,1.286705,0.032168
4d2329c7-4e2a-4067-b4ee-451967d130e7,32,assistant,402,63.156178,0.157105
1a2a12a6-0353-4326-9590-d8a5b5e56de5,13,assistant,839,164.037140,0.195515
1a2a12a6-0353-4326-9590-d8a5b5e56de5,14,tool,88,0.440287,0.005003
1a2a12a6-0353-4326-9590-d8a5b5e56de5,15,assistant,1906,7.288817,0.003824
1a2a12a6-0353-4326-9590-d8a5b5e56de5,16,tool,216,0.383785,0.001777
1a2a12a6-0353-4326-9590-d8a5b5e56de5,17,assistant,193,1.810330,0.009380
1a2a12a6-0353-4326-9590-d8a5b5e56de5,18,tool,233,0.782600,0.003359
1a2a12a6-0353-4326-9590-d8a5b5e56de5,19,assistant,65,0.781118,0.012017
1a2a12a6-0353-4326-9590-d8a5b5e56de5,20,tool,742,3.023814,0.004075
1a2a12a6-0353-4326-9590-d8a5b5e56de5,21,assistant,160,1.275072,0.007969
1a2a12a6-0353-4326-9590-d8a5b5e56de5,22,tool,219,0.780172,0.003562
1a2a12a6-0353-4326-9590-d8a5b5e56de5,23,assistant,107,1.129400,0.010555
1a2a12a6-0353-4326-9590-d8a5b5e56de5,24,tool,76,0.255677,0.003364
1a2a12a6-0353-4326-9590-d8a5b5e56de5,25,assistant,49,0.512223,0.010454
1a2a12a6-0353-4326-9590-d8a5b5e56de5,26,tool,249,2.104805,0.008453
1a2a12a6-0353-4326-9590-d8a5b5e56de5,27,assistant,67,1.056959,0.015776
1a2a12a6-0353-4326-9590-d8a5b5e56de5,28,tool,96,0.754814,0.007863
1a2a12a6-0353-4326-9590-d8a5b5e56de5,29,assistant,107,2.281792,0.021325
1a2a12a6-0353-4326-9590-d8a5b5e56de5,30,tool,184,2.102043,0.011424
1a2a12a6-0353-4326-9590-d8a5b5e56de5,31,user,40,1.048702,0.026218
1a2a12a6-0353-4326-9590-d8a5b5e56de5,32,assistant,508,64.149704,0.126279
4143608f-6ca7-4f3b-af9c-63e2389306ae,0,user,43,155.099289,3.606960
4143608f-6ca7-4f3b-af9c-63e2389306ae,1,assistant,499,8.879621,0.017795
4143608f-6ca7-4f3b-af9c-63e2389306ae,2,tool,483,19.667904,0.040720
4143608f-6ca7-4f3b-af9c-63e2389306ae,3,assistant,209,5.312354,0.025418
4143608f-6ca7-4f3b-af9c-63e2389306ae,4,tool,484,5.027653,0.010388
4143608f-6ca7-4f3b-af9c-63e2389306ae,5,assistant,277,62.009529,0.223861
19be0b4f-b8d3-48f9-af88-6d22eda39812,4,tool,1,136.187500,136.187500
19be0b4f-b8d3-48f9-af88-6d22eda39812,5,assistant,237,4.743454,0.020015
19be0b4f-b8d3-48f9-af88-6d22eda39812,6,tool,2171,16.531782,0.007615
19be0b4f-b8d3-48f9-af88-6d22eda39812,7,assistant,65,1.597546,0.024578
19be0b4f-b8d3-48f9-af88-6d22eda39812,8,tool,45,0.328691,0.007304
19be0b4f-b8d3-48f9-af88-6d22eda39812,9,assistant,89,1.493066,0.016776
19be0b4f-b8d3-48f9-af88-6d22eda39812,10,tool,70,0.452492,0.006464
19be0b4f-b8d3-48f9-af88-6d22eda39812,11,assistant,51,0.650139,0.012748
19be0b4f-b8d3-48f9-af88-6d22eda39812,12,tool,180,0.493286,0.002740
19be0b4f-b8d3-48f9-af88-6d22eda39812,13,assistant,2798,31.567074,0.011282
19be0b4f-b8d3-48f9-af88-6d22eda39812,14,tool,123,3.710442,0.030166
19be0b4f-b8d3-48f9-af88-6d22eda39812,15,assistant,314,58.234684,0.185461
4d970add-e084-4d3d-ab6a-e2d17adf6293,4,tool,5048,179.287827,0.035517
4d970add-e084-4d3d-ab6a-e2d17adf6293,5,assistant,1096,76.683891,0.069967
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,14,tool,775,156.537720,0.201984
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,15,assistant,69,0.737277,0.010685
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,16,tool,2486,9.416489,0.003788
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,17,assistant,189,1.985645,0.010506
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,18,tool,48,0.240337,0.005007
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,19,assistant,758,6.368963,0.008402
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,20,tool,47,0.270155,0.005748
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,21,assistant,31,0.580285,0.018719
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,22,tool,87,0.623635,0.007168
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,23,assistant,66,0.888875,0.013468
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,24,tool,144,1.218132,0.008459
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,25,assistant,185,3.401051,0.018384
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,26,tool,357,2.189894,0.006134
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,27,assistant,77,1.510422,0.019616
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,28,tool,99,0.678924,0.006858
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,29,assistant,130,2.324036,0.017877
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,30,tool,203,2.321479,0.011436
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,31,user,40,1.598733,0.039968
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,32,assistant,353,63.083805,0.178708
6b062f7e-1668-49e5-b364-8e4ac8c6d149,0,user,24,152.684311,6.361846
6b062f7e-1668-49e5-b364-8e4ac8c6d149,1,assistant,799,16.875254,0.021120
6b062f7e-1668-49e5-b364-8e4ac8c6d149,2,tool,486,14.133548,0.029081
6b062f7e-1668-49e5-b364-8e4ac8c6d149,3,assistant,879,72.285713,0.082236
4375060a-a136-4353-a0d2-d3c7e0d28952,9,assistant,36,123.854073,3.440391
4375060a-a136-4353-a0d2-d3c7e0d28952,10,tool,48,0.208426,0.004342
4375060a-a136-4353-a0d2-d3c7e0d28952,11,assistant,2049,24.796747,0.012102
4375060a-a136-4353-a0d2-d3c7e0d28952,12,tool,46,0.168140,0.003655
4375060a-a136-4353-a0d2-d3c7e0d28952,13,assistant,1421,2.652398,0.001867
4375060a-a136-4353-a0d2-d3c7e0d28952,14,tool,46,0.145905,0.003172
4375060a-a136-4353-a0d2-d3c7e0d28952,15,assistant,44,0.383061,0.008706
4375060a-a136-4353-a0d2-d3c7e0d28952,16,tool,1073,19.035534,0.017740
4375060a-a136-4353-a0d2-d3c7e0d28952,17,assistant,158,1.628166,0.010305
4375060a-a136-4353-a0d2-d3c7e0d28952,18,tool,199,1.066897,0.005361
4375060a-a136-4353-a0d2-d3c7e0d28952,19,assistant,188,1.898658,0.010099
4375060a-a136-4353-a0d2-d3c7e0d28952,20,tool,199,0.891520,0.004480
4375060a-a136-4353-a0d2-d3c7e0d28952,21,assistant,637,79.294945,0.124482
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,30,tool,5722,181.274689,0.031680
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,31,user,40,2.129791,0.053245
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,32,assistant,382,72.603020,0.190060
d34beda0-2a3d-40fd-9373-56267c6330a6,10,tool,364,121.688240,0.334308
d34beda0-2a3d-40fd-9373-56267c6330a6,11,assistant,2761,38.393208,0.013906
d34beda0-2a3d-40fd-9373-56267c6330a6,12,tool,403,3.266584,0.008106
d34beda0-2a3d-40fd-9373-56267c6330a6,13,assistant,115,2.983615,0.025944
d34beda0-2a3d-40fd-9373-56267c6330a6,14,tool,2501,89.688309,0.035861
51c83727-0266-42e9-943f-f2186bc19e56,19,assistant,1780,170.935638,0.096031
51c83727-0266-42e9-943f-f2186bc19e56,20,tool,47,3.333175,0.070919
51c83727-0266-42e9-943f-f2186bc19e56,21,assistant,4239,65.923912,0.015552
51c83727-0266-42e9-943f-f2186bc19e56,22,tool,78,15.808113,0.202668
268a8715-aca4-4edd-908c-60feff040be7,9,assistant,1692,147.072037,0.086922
268a8715-aca4-4edd-908c-60feff040be7,10,tool,161,1.475156,0.009162
268a8715-aca4-4edd-908c-60feff040be7,11,assistant,883,2.824589,0.003199
268a8715-aca4-4edd-908c-60feff040be7,12,tool,259,2.552086,0.009854
268a8715-aca4-4edd-908c-60feff040be7,13,assistant,1905,33.261070,0.017460
268a8715-aca4-4edd-908c-60feff040be7,14,tool,1244,68.812782,0.055316
1bab22d7-39f7-4f86-82ac-420db3a53d39,2,tool,2153,154.056503,0.071554
1bab22d7-39f7-4f86-82ac-420db3a53d39,3,assistant,201,1.596683,0.007944
1bab22d7-39f7-4f86-82ac-420db3a53d39,4,tool,3020,23.361357,0.007736
1bab22d7-39f7-4f86-82ac-420db3a53d39,5,assistant,120,3.924826,0.032707
1bab22d7-39f7-4f86-82ac-420db3a53d39,6,tool,231,6.989717,0.030259
1bab22d7-39f7-4f86-82ac-420db3a53d39,7,assistant,419,66.085098,0.157721
89f00409-edc2-48ec-8774-6080cb79d28a,0,user,32,177.228149,5.538380
89f00409-edc2-48ec-8774-6080cb79d28a,1,assistant,66,20.422743,0.309435
89f00409-edc2-48ec-8774-6080cb79d28a,2,tool,67,19.809381,0.295662
89f00409-edc2-48ec-8774-6080cb79d28a,3,assistant,166,38.534206,0.232134
6afb4072-ee38-4f5f-b034-24672eb7771a,11,assistant,1212,158.650253,0.130900
6afb4072-ee38-4f5f-b034-24672eb7771a,12,tool,750,1.542329,0.002056
6afb4072-ee38-4f5f-b034-24672eb7771a,13,assistant,225,0.994935,0.004422
6afb4072-ee38-4f5f-b034-24672eb7771a,14,tool,1386,14.215261,0.010256
6afb4072-ee38-4f5f-b034-24672eb7771a,15,assistant,156,1.067721,0.006844
6afb4072-ee38-4f5f-b034-24672eb7771a,16,tool,130,0.530330,0.004079
6afb4072-ee38-4f5f-b034-24672eb7771a,17,assistant,129,0.831345,0.006445
6afb4072-ee38-4f5f-b034-24672eb7771a,18,tool,622,1.331127,0.002140
6afb4072-ee38-4f5f-b034-24672eb7771a,19,assistant,245,2.297143,0.009376
6afb4072-ee38-4f5f-b034-24672eb7771a,20,tool,235,1.668203,0.007099
6afb4072-ee38-4f5f-b034-24672eb7771a,21,assistant,121,1.232673,0.010187
6afb4072-ee38-4f5f-b034-24672eb7771a,22,tool,168,0.963101,0.005733
6afb4072-ee38-4f5f-b034-24672eb7771a,23,assistant,765,70.680389,0.092393
